RespondentID,choice,avcycle,avwalk,avhsr,avcar,timecycle,timewalk,accesshsr,waitingtimehsr,transfer,timehsr,timecar,parking,vehind,owncycle,gender,work,visa,age,solo,shared,family,child,primary_caregiver,LAT,LONG,DAUID,mhi,dwell_den,lum,st_den,inter_den,SF_P_ratio,side_den,Shelters_SD,Shelters_D,Shelters_A,Shelters_SA
566872636,3,0,1,1,0,6.211180124,21.31438721,3,15,0,5,100000,0,0,0,1,0,1,21,0,1,0,0,100000,43.26302,-79.900741,35250503,3.3902,941.397976,0.805636,14.37620617,39.22491567,0.230931,22.63322192,0,0,1,0
566873140,3,0,1,1,1,3.726708075,12.78863233,4,15,0,10,2,0,1,0,1,0,1,23,1,0,0,0,100000,43.258845,-79.904759,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,0,1,0
566874266,3,0,0,1,1,100000,100000,3,2,0,15,4,0,0,1,1,1,1,20,0,0,1,0,0,43.25222,-79.93953,35250964,6.3081,534.6674559,0.455743,13.55660792,15.27621303,0.074477,8.22849688,0,0,0,0
566874842,2,1,1,1,0,5.82815742,20,10.66,10.23,0,8,100000,0,0,1,1,1,1,20,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,0,1,0
566881170,2,1,1,1,0,5.82815742,20,6.21,10.23,0,5,100000,0,0,1,0,0,1,19,0,1,0,0,100000,43.255617,-79.920475,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,1,0,0
566907438,2,0,1,1,0,100000,10,7.14,10.23,0,3,100000,0,0,0,1,0,0,19,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,1,0,0
566910139,2,1,1,1,1,4.371118065,15,10.66,10.23,0,20,5,0,1,1,1,1,1,49,0,0,1,1,1,43.255966,-79.912596,35250671,6.3005,1197.891711,0.078636,15.39379834,82.14114587,0.281521,26.06792804,0,0,0,0
566916725,3,0,0,1,1,100000,100000,15,3,1,25,17,0,0,1,1,1,1,19,0,0,1,1,0,43.218472,-79.918446,35250123,9.1358,1368.925394,0.17913,10.10814511,11.40771161,0.346707,20.28181241,0,0,0,1
566917686,3,0,0,1,1,100000,100000,2,12,0,8,4,0,1,1,0,1,1,20,0,1,0,0,100000,43.25222,-79.93953,35250964,6.3081,534.6674559,0.455743,13.55660792,15.27621303,0.074477,8.22849688,0,0,0,0
566920649,2,0,1,1,0,100000,15,12.42,10.23,0,5,100000,0,0,0,0,1,1,23,0,1,0,0,100000,43.257878,-79.916677,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,0,0
566921396,2,0,1,1,0,3.496894452,12,31.06,10.23,0,5,100000,0,0,0,0,0,1,25,0,1,0,0,100000,43.252363,-79.922035,35250667,5.269,1027.133442,0.134958,16.50261063,102.7133442,0.231917,31.43903392,0,0,1,0
566923414,4,0,0,1,1,100000,100000,27.33,10.23,1,25,20,1,1,1,0,1,1,38,0,0,1,1,0,43.21334,-79.954584,35250909,11.7045,480.97358,0.211789,7.456544596,31.31920986,0.115661,11.32704127,0,1,0,0
566925472,2,0,1,1,0,3.496894452,12,1.49,10.23,0,2,100000,0,0,0,0,0,1,20,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,0,0
566926418,2,0,1,1,0,2.91407871,10,2.48,10.23,0,3,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,1,0
566926630,3,0,0,1,1,100000,100000,10,10,1,25,10,0,0,1,1,0,1,18,0,0,1,1,0,43.251301,-79.903758,35250514,9.8737,182.6131143,0.262099,3.965774597,5.293133747,0.018357,1.697114084,0,0,1,0
566934082,2,0,1,1,0,4.371118065,15,12.42,10.23,0,5,100000,0,0,0,0,0,1,20,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,0,0,0
566934436,4,0,0,1,1,100000,100000,1.37,10.23,0,40,20,1,0,0,0,1,1,21,0,0,1,1,0,43.242574,-79.819705,35250782,4.6939,2261.393946,0.462593,16.89354053,57.98446016,0.406746,28.48017412,0,0,0,0
566934743,3,0,1,1,0,11.80124224,47.20496894,10,15,0,17,100000,0,0,0,0,0,1,19,0,0,1,1,0,43.265544,-79.944617,35250041,3.0296,1719.920501,0.405329,17.81761199,53.50863782,0.275771,18.80207266,0,1,0,0
566935423,2,1,1,1,0,4.371118065,15,0,10.23,0,1,100000,0,0,1,0,0,1,19,0,1,0,0,100000,43.257576,-79.918433,35250668,0,1353.078253,0.153819,17.71570322,75.17101406,0.295856,30.38207455,0,0,1,0
566936288,2,0,1,1,0,4.371118065,15,5.33,10.23,0,4,100000,0,0,0,1,0,1,19,0,1,0,0,100000,43.257315,-79.935414,35250963,3.5784,4091.346668,0.503834,4.643304097,13.37041395,0.084188,6.352265804,0,0,1,0
566936854,2,0,1,0,1,4.371118065,15,0,10.23,100000,100000,5,0,0,0,0,0,1,19,0,1,0,0,100000,43.257905,-79.914817,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,0,0
566938024,3,0,0,1,1,100000,100000,5,10,2,65,30,0,0,1,1,1,1,19,0,0,1,1,0,43.208578,-79.879401,35250655,8.3991,433.5103501,0.562717,5.426128632,30.10488542,0.189713,9.586897009,1,0,0,0
566939887,3,0,1,1,0,3.105590062,12.42236025,6,15,0,5,100000,0,0,0,0,0,1,21,0,1,0,0,100000,43.262216,-79.90513,35250677,9.358,1818.71805,0.286445,16.18344475,68.81635863,0.38294,35.43306805,0,1,0,0
566941574,4,0,0,1,1,100000,100000,21.31,10.23,0,15,25,0,1,0,1,0,1,32,1,0,0,0,100000,43.259394,-79.878728,35250801,4.1382,2638.780297,0.510463,15.63125489,29.31978108,0.328903,26.912703,0,0,1,0
566942436,2,1,1,1,0,4.371118065,15,31.97,10.23,0,3,100000,0,0,1,1,0,1,28,1,0,0,0,100000,43.261881,-79.905924,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,1,0,0
566948283,3,0,0,1,1,100000,100000,5,5,0,10,15,0,1,1,1,0,1,21,1,0,0,0,100000,43.257449,-79.930483,35250680,4.8067,488.7095562,0.682357,10.18232626,30.07443422,0.250599,19.88144051,0,0,0,0
566948713,3,0,0,1,1,100000,100000,2,7,0,15,6,0,1,0,0,0,1,19,1,0,0,0,100000,43.25222,-79.93953,35250964,6.3081,534.6674559,0.455743,13.55660792,15.27621303,0.074477,8.22849688,0,0,1,0
566949396,2,1,1,1,0,2.91407871,10,29.81,10.23,0,13,100000,0,0,1,0,0,1,21,0,1,0,0,100000,43.257934,-79.914077,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,1,0,0
566949890,2,0,1,1,0,2.91407871,10,6.21,10.23,0,20,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,1,0
566954431,3,0,0,1,1,100000,100000,5,15,1,45,25,0,1,0,1,1,1,35,1,0,0,0,100000,43.239051,-79.844184,35250444,4.0152,1883.017536,0.712804,14.91238084,23.5377192,0.386258,23.02237068,0,0,1,0
566955248,2,1,1,0,1,2.91407871,10,0,10.23,100000,100000,1,0,1,1,0,1,1,21,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,1,0
566959464,2,0,1,1,0,4.953933807,17,24.84,10.23,0,10,100000,0,0,0,0,0,1,20,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,1,0
566959744,3,0,1,1,0,3.726708075,12.78863233,2,15,0,10,100000,0,0,0,1,1,1,28,1,0,0,0,100000,43.257315,-79.935414,35250963,3.5784,4091.346668,0.503834,4.643304097,13.37041395,0.084188,6.352265804,0,1,0,0
566960891,1,1,1,1,1,20,100000,62.11,10.23,0,20,10,0,0,1,0,1,1,45,0,0,1,1,0,43.263228,-79.901711,35250848,5.3641,404.6750851,0.514126,6.513789412,2.610807,0.100295,4.543402359,0,0,1,0
566962937,3,0,1,1,0,6.211180124,24.8447205,7,5,0,15,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.25845,-79.907797,35250855,4.2154,1391.982183,0.701271,12.87040646,73.07906459,0.199425,6.605343875,1,0,0,0
566962977,4,0,0,1,1,100000,100000,3.73,10.23,2,69,60,1,1,0,0,0,1,28,0,0,1,1,1,43.196222,-79.79586,35250199,4.5299,105.2937052,0.501115,3.967330702,7.961231371,0.030968,2.444961259,1,0,0,0
566964478,2,0,1,1,1,4.371118065,15,0.12,10.23,0,5,3,0,1,0,0,1,1,20,0,1,0,0,100000,43.2577,-79.9222,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,1,0,0
566964997,3,0,0,1,1,100000,100000,20,10,0,35,12,0,0,1,1,1,1,32,0,1,0,0,100000,43.258371,-79.85726,35250476,3.843,2804.817687,0.324912,15.85926415,65.99571028,0.420742,33.6389458,0,0,1,0
566965817,2,0,1,1,0,5.82815742,20,10.66,10.23,2,10,100000,0,0,0,1,0,1,19,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,0,0
566965845,4,0,0,1,1,100000,100000,2.11,10.23,1,33,20,0,0,0,0,1,1,60,0,0,1,1,0,43.221214,-79.89024,35250526,3.0606,1430.577264,0.727784,6.822078576,18.54452009,0.153868,12.96710663,0,0,1,0
566967664,2,1,1,1,1,1.748447226,6,5.22,10.23,0,2,5,0,1,1,1,1,1,20,0,1,0,0,100000,43.257648,-79.923876,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,0,0,0
566969545,2,0,1,1,1,4.371118065,15,12.42,10.23,0,5,4,0,1,0,0,0,1,24,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,0,0,0
566970291,2,0,1,1,1,2.91407871,10,12.42,10.23,0,1,1,0,1,0,0,1,1,19,0,1,0,0,100000,43.257879,-79.916185,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,0,0
566973504,4,0,0,1,1,100000,100000,12.42,10.23,1,35,20,1,1,1,0,1,1,23,0,0,1,1,0,43.212541,-79.855839,35250593,6.5631,914.719955,0.38962,18.7734309,56.29045877,0.231705,21.74058123,0,0,1,0
566974650,4,0,0,1,1,100000,100000,4.97,10.23,1,80,25,1,0,0,0,0,1,22,0,1,0,0,100000,43.194542,-79.788583,35250199,4.5299,105.2937052,0.501115,3.967330702,7.961231371,0.030968,2.444961259,0,0,0,0
566981990,3,0,1,1,0,3.105590062,10.65719361,30,20,0,22,100000,0,0,0,1,0,1,31,1,0,0,0,100000,43.259156,-79.902437,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,1,0,0
566986817,3,0,0,1,1,100000,100000,4,4,0,8,5,0,1,1,0,0,1,22,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,0,0,0
566989682,4,0,0,1,1,100000,100000,21.31,10.23,0,25,15,0,1,1,1,1,1,25,1,0,0,0,100000,43.250457,-79.879188,35250391,3.6778,4200.463499,0.311211,17.05446118,101.3904983,0.434773,29.95914548,0,1,0,0
566991188,2,0,1,1,0,2.91407871,10,2.48,10.23,0,8,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.257934,-79.914077,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,0,0
566992428,2,0,1,1,0,5.82815742,20,12.42,10.23,0,30,100000,0,0,0,0,1,1,27,1,0,0,0,100000,43.257415,-79.931691,35250680,4.8067,488.7095562,0.682357,10.18232626,30.07443422,0.250599,19.88144051,1,0,0,0
566992458,3,0,0,1,1,100000,100000,8,35,1,80,30,0,0,1,0,0,1,20,0,0,1,1,0,43.215416,-79.795569,35250213,7.3859,258.3812415,0.300657,5.354030747,19.37859311,0.040832,6.569837609,0,0,1,0
566993038,1,1,1,1,1,10,100000,62.11,10.23,0,5,2,0,1,1,0,1,1,27,1,0,0,0,100000,43.257401,-79.932111,35250680,4.8067,488.7095562,0.682357,10.18232626,30.07443422,0.250599,19.88144051,0,0,0,0
566993539,4,0,0,1,1,100000,100000,10.66,10.23,1,20,20,1,0,1,1,0,1,20,0,0,1,0,0,43.2286,-79.93699,35250070,7.6508,166.3120985,0.815367,9.035854117,27.02571601,0.212699,7.097878361,0,0,1,0
566994221,4,0,0,1,1,100000,100000,12.42,10.23,2,60,25,1,1,0,0,0,1,18,0,0,1,1,0,43.200053,-79.868657,35250648,6.5386,1634.326035,0.395546,9.683252049,46.69502957,0.26498,36.293992,0,0,0,0
566997008,2,0,1,1,0,4.371118065,15,12.42,10.23,0,2,100000,0,0,0,0,1,1,21,0,1,0,0,100000,43.258076,-79.911943,35250672,6.6385,1199.709838,0.499495,15.73366442,55.80045756,0.311577,35.69782751,0,0,0,0
567000227,2,0,1,1,0,2.91407871,10,3.11,10.23,0,10,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.261318,-79.907289,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,0,0,0
567002208,2,1,1,1,0,4.371118065,15,0,10.23,0,5,100000,0,0,1,1,0,1,20,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,1,0,0
567010428,2,1,1,1,1,3.496894452,12,6.21,10.23,0,5,2,0,0,1,0,0,1,21,0,1,0,0,100000,43.25756,-79.926933,35250679,6.8767,307.9100117,0.583669,9.653162301,18.34357516,0.077649,16.46633437,0,0,0,0
567011167,3,0,0,1,1,100000,100000,15,5,0,10,10,0,1,0,0,0,1,23,1,0,0,0,100000,43.261318,-79.907289,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,0,0,0
567012140,3,0,0,1,1,100000,100000,5,2,0,40,25,0,0,1,0,0,1,19,0,0,1,1,0,43.224002,-79.738536,35250275,5.8309,962.2066606,0.153522,11.76164003,37.41914791,0.214761,18.19162638,0,0,1,0
567012164,4,0,0,1,1,100000,100000,3.98,10.23,1,42,30,0,0,1,0,1,1,19,0,0,1,1,0,43.201474,-79.850384,35250589,8.1589,1337.160003,0.420192,12.5475181,45.65912204,0.29758,20.7698267,0,0,1,0
567016985,1,1,1,1,0,7,100000,24.84,10.23,0,5,100000,0,0,1,0,1,1,21,0,1,0,0,100000,43.260387,-79.90977,35250672,6.6385,1199.709838,0.499495,15.73366442,55.80045756,0.311577,35.69782751,0,1,0,0
567020780,2,0,1,1,0,4.371118065,15,24.84,10.23,0,10,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.252307,-79.925116,35250681,5.149,545.9654757,0.585208,10.35515054,25.69249297,0.145086,12.82083337,0,0,1,0
567021942,2,1,1,1,1,4.371118065,15,21.31,10.23,0,5,2,0,1,1,1,0,1,24,0,1,0,0,100000,43.252363,-79.922035,35250667,5.269,1027.133442,0.134958,16.50261063,102.7133442,0.231917,31.43903392,0,0,1,0
567021970,4,0,0,1,1,100000,100000,3.73,10.23,2,10,10,0,0,1,1,1,1,19,0,0,1,1,0,43.251057,-79.892789,35250509,7.5557,1937.202357,0.097577,13.77504238,40.35838244,0.270908,23.62142566,0,1,0,0
567023968,4,0,0,1,1,100000,100000,21.31,10.23,0,20,15,1,1,0,1,0,0,22,1,0,0,0,100000,43.256617,-79.874346,35250420,4.1378,2206.46918,0.759727,16.52739308,89.19769025,0.390402,24.01135091,0,0,1,0
567025915,2,1,1,0,1,2.91407871,10,0,10.23,100000,100000,2,0,0,1,1,0,1,21,0,1,0,0,100000,43.257934,-79.914077,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,1,0
567026366,3,0,0,1,1,100000,100000,5,20,0,15,6,0,1,0,0,1,1,20,0,1,0,0,100000,43.25222,-79.93953,35250964,6.3081,534.6674559,0.455743,13.55660792,15.27621303,0.074477,8.22849688,0,0,1,0
567031746,3,0,0,1,1,100000,100000,1,2,0,35,30,0,0,1,0,1,1,19,0,0,1,1,0,43.218472,-79.918446,35250123,9.1358,1368.925394,0.17913,10.10814511,11.40771161,0.346707,20.28181241,0,1,0,0
567031802,1,1,1,1,0,6,100000,21.31,10.23,0,10,100000,0,0,1,1,0,1,23,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,1,0
567033839,3,0,0,1,1,100000,100000,5,10,2,60,20,0,0,1,0,0,1,22,0,0,1,1,0,43.216745,-79.833134,35250604,4.6012,1318.30466,0,15.24131567,125.2389427,0.264153,31.13693963,1,0,0,0
567034403,2,0,1,1,1,4.371118065,15,2.86,10.23,0,2,5,0,1,0,0,1,1,23,0,1,0,0,100000,43.25756,-79.926933,35250679,6.8767,307.9100117,0.583669,9.653162301,18.34357516,0.077649,16.46633437,0,0,0,0
567037859,4,0,0,1,1,100000,100000,10.66,10.23,0,15,15,1,0,0,1,0,1,22,1,0,0,0,100000,43.257563,-79.879495,35250405,3.7836,2621.461028,0.409125,21.89385996,81.5565653,0.341613,33.12070148,0,1,0,0
567038622,3,0,1,1,0,9.937888199,34.10301954,15,15,0,5,100000,0,0,0,1,0,1,22,1,0,0,0,100000,43.257315,-79.935414,35250963,3.5784,4091.346668,0.503834,4.643304097,13.37041395,0.084188,6.352265804,0,0,1,0
567046778,4,0,0,1,1,100000,100000,12.42,10.23,2,35,25,1,0,0,0,1,1,19,0,0,1,1,0,43.218472,-79.918446,35250123,9.1358,1368.925394,0.17913,10.10814511,11.40771161,0.346707,20.28181241,0,1,0,0
567048973,2,0,1,1,1,0.582815742,2,0,10.23,0,2,2,0,0,0,1,0,1,22,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,1,0,0
567056763,1,1,1,1,0,10,100000,2.48,10.23,0,5,100000,0,0,1,0,1,0,26,0,1,0,0,100000,43.259156,-79.902437,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,0,1,0
567058135,2,0,1,0,1,4.371118065,15,0,10.23,100000,100000,40,0,0,0,1,0,1,22,0,1,0,0,100000,43.261318,-79.907289,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,0,0,0
567061503,2,0,1,1,0,7.285196774,25,18.63,10.23,0,16,100000,0,0,0,0,1,1,19,0,1,0,0,100000,43.26302,-79.900741,35250503,3.3902,941.397976,0.805636,14.37620617,39.22491567,0.230931,22.63322192,0,1,0,0
567061867,2,0,1,1,1,4.371118065,15,5.33,10.23,0,2,2,0,1,0,1,0,1,19,0,1,0,0,100000,43.258029,-79.912695,35250672,6.6385,1199.709838,0.499495,15.73366442,55.80045756,0.311577,35.69782751,0,0,0,0
567061940,3,0,0,1,1,100000,100000,15,10,1,10,10,0,1,0,0,1,1,28,1,0,0,0,100000,43.251057,-79.892789,35250509,7.5557,1937.202357,0.097577,13.77504238,40.35838244,0.270908,23.62142566,0,0,0,0
567067774,2,0,1,1,0,4.371118065,15,12.42,10.23,0,3,100000,0,0,0,0,0,1,20,0,1,0,0,100000,43.258076,-79.911943,35250672,6.6385,1199.709838,0.499495,15.73366442,55.80045756,0.311577,35.69782751,0,1,0,0
567069162,2,0,1,1,0,5.82815742,20,7.45,10.23,0,5,100000,0,0,0,0,1,1,21,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,1,0,0
567078740,2,0,1,1,0,2.91407871,10,3.2,10.23,0,3,100000,0,0,0,1,1,1,20,0,1,0,0,100000,43.262139,-79.912129,35250678,14.595,106.5837403,0.550986,3.60991605,4.388742249,0.075118,5.049635391,0,0,0,0
567078850,4,0,0,1,1,100000,100000,10.66,10.23,1,40,15,0,0,1,1,1,1,21,0,0,1,1,0,43.235229,-79.868124,35250549,4.3464,2174.114164,0.233036,11.1199926,0,0.237147,28.88572736,0,1,0,0
567079297,2,0,1,1,0,2.331262968,8,2.48,10.23,0,4,100000,0,0,0,0,1,1,19,0,1,0,0,100000,43.262084,-79.91112,35250678,14.595,106.5837403,0.550986,3.60991605,4.388742249,0.075118,5.049635391,0,0,1,0
567085838,4,0,0,1,1,100000,100000,4.84,10.23,0,23,15,1,1,0,0,1,1,21,0,0,1,1,0,43.243592,-79.823895,35250732,6.1647,404.3523011,0.352993,8.563275009,22.05558006,0.060515,12.16682348,0,1,0,0
567094663,4,0,0,1,1,100000,100000,12.42,10.23,3,120,23,1,0,0,0,1,1,20,0,0,1,1,0,43.211014,-79.849555,35250594,9.2648,1550.328972,0,16.1767375,52.93806247,0.314355,31.81282988,0,0,0,0
567096769,4,0,0,1,1,100000,100000,12.42,10.23,0,30,15,1,1,0,0,0,1,19,1,0,0,0,100000,43.228076,-79.838986,35250359,4.9914,1613.58811,0.302149,15.53859873,84.92569002,0.279715,35.44062806,0,0,0,0
567103435,2,0,1,1,0,5.82815742,20,31.97,10.23,0,10,100000,0,0,0,1,1,1,22,1,0,0,0,100000,43.259156,-79.902437,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,0,0,0
567103844,2,1,1,1,0,4.371118065,15,24.84,10.23,0,2,100000,0,0,1,0,0,1,20,0,1,0,0,100000,43.255878,-79.912638,35250671,6.3005,1197.891711,0.078636,15.39379834,82.14114587,0.281521,26.06792804,0,1,0,0
567109014,3,0,0,1,1,100000,100000,10,5,2,15,20,0,0,1,0,0,1,19,0,0,1,1,0,43.252802,-79.859569,35250437,2.0578,2423.185034,0.379782,22.5228264,48.46370069,0.360567,24.90432985,0,0,0,1
567114824,2,0,1,1,0,2.622670839,9,8.32,10.23,0,2,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.262363,-79.915834,35250678,14.595,106.5837403,0.550986,3.60991605,4.388742249,0.075118,5.049635391,0,0,0,0
567117763,3,0,0,1,1,100000,100000,5,7,0,5,5,0,1,0,0,0,1,20,0,1,0,0,100000,43.25543,-79.934239,35250962,4.0599,1555.366013,0.338383,10.05574231,30.10385831,0.240843,24.55266414,0,0,1,0
567119512,2,0,1,1,0,2.622670839,9,37.27,10.23,0,2,100000,0,0,0,0,0,1,20,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,0,0,0
567120206,3,1,1,1,0,3.105590062,10.65719361,3,14,0,20,100000,0,0,1,1,1,1,21,0,1,0,0,100000,43.252363,-79.922035,35250667,5.269,1027.133442,0.134958,16.50261063,102.7133442,0.231917,31.43903392,0,0,1,0
567123337,3,0,0,1,1,100000,100000,8,10,2,45,15,0,0,1,0,0,1,20,0,0,1,1,0,43.222631,-79.781341,35250857,7.0394,908.3611475,0.127576,9.396594702,63.37403355,0.236733,12.50123382,0,0,0,0
567126594,3,0,1,1,0,6.211180124,24.8447205,5,10,0,15,100000,0,0,0,0,0,1,19,1,0,0,0,100000,43.257315,-79.935414,35250963,3.5784,4091.346668,0.503834,4.643304097,13.37041395,0.084188,6.352265804,0,0,1,0
567161256,2,0,1,1,0,5.82815742,20,2.48,10.23,0,5,100000,0,0,0,0,1,1,20,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,1,0,0
567164700,4,0,0,1,1,100000,100000,24.84,10.23,2,40,15,0,0,1,0,0,1,31,0,0,1,0,1,43.272772,-79.862068,35250493,5.1596,2556.554075,0.081887,17.88689185,46.48280136,0.384942,34.3295767,0,0,0,0
567199518,2,0,1,1,0,3.496894452,12,12.42,10.23,0,5,100000,0,0,0,0,1,1,21,0,1,0,0,100000,43.25845,-79.907797,35250855,4.2154,1391.982183,0.701271,12.87040646,73.07906459,0.199425,6.605343875,0,0,1,0
567200585,2,0,1,1,0,1.748447226,6,5.33,10.23,1,30,100000,0,0,0,1,0,1,19,0,1,0,0,100000,43.257621,-79.924838,35250680,4.8067,488.7095562,0.682357,10.18232626,30.07443422,0.250599,19.88144051,0,1,0,0
567207375,2,0,1,1,1,2.91407871,10,21.31,10.23,0,2,1,0,0,0,1,0,1,20,0,1,0,0,100000,43.257648,-79.923876,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,0,1,0
567209040,4,0,0,1,1,100000,100000,9.94,10.23,1,45,25,1,0,1,0,1,1,44,0,0,1,0,0,43.244061,-79.864315,35250380,10.4935,864.8808935,0.405972,13.85722052,24.71088267,0.171766,29.59257766,0,0,0,0
567213935,2,0,1,1,0,5.82815742,20,24.84,10.23,0,5,100000,0,0,0,0,1,1,24,1,0,0,0,100000,43.262135,-79.896666,35250848,5.3641,404.6750851,0.514126,6.513789412,2.610807,0.100295,4.543402359,0,0,1,0
567217878,4,0,0,1,1,100000,100000,53.29,10.23,0,70,30,1,0,1,1,0,1,18,0,0,1,0,0,43.225918,-79.790708,35250840,3.5354,387.4182581,0.421881,1.94280237,4.007775084,0.038011,2.817863436,0,0,0,0
567229226,3,0,1,1,0,15.52795031,53.28596803,10,5,0,20,100000,0,0,0,1,1,0,28,1,0,0,0,100000,43.254734,-79.879208,35250401,2.6718,17332.78956,0,17.54363785,203.9151713,0.395982,31.58477149,0,0,1,0
567229705,2,1,1,1,0,2.91407871,10,5.33,10.23,0,2,100000,0,0,1,1,0,1,22,0,1,0,0,100000,43.257705,-79.9222,35250670,9.8697,332.0281193,0.336606,11.88381306,29.76803829,0.313389,18.5668136,0,0,0,0
567239348,3,0,1,1,0,1.552795031,6.211180124,1,10,0,3,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.252363,-79.922035,35250667,5.269,1027.133442,0.134958,16.50261063,102.7133442,0.231917,31.43903392,0,1,0,0
567248383,2,0,1,1,0,5.82815742,20,2.11,10.23,0,12,100000,0,0,0,0,1,1,22,0,1,0,0,100000,43.25222,-79.93953,35250964,6.3081,534.6674559,0.455743,13.55660792,15.27621303,0.074477,8.22849688,0,1,0,0
567265539,3,0,0,1,1,100000,100000,8,9,0,70,26,0,0,1,0,1,1,40,1,0,0,0,100000,43.220979,-79.73365,35250275,5.8309,962.2066606,0.153522,11.76164003,37.41914791,0.214761,18.19162638,0,0,1,0
567265561,3,0,1,1,0,3.416149068,13.66459627,4,15,0,5,100000,0,0,0,0,0,1,19,0,1,0,0,100000,43.257315,-79.935414,35250963,3.5784,4091.346668,0.503834,4.643304097,13.37041395,0.084188,6.352265804,0,1,0,0
567289736,2,0,1,1,0,4.371118065,15,12.42,10.23,0,4,100000,0,0,0,0,1,1,20,0,1,0,0,100000,43.257822,-79.919413,35250669,5.4911,892.1743564,0.47946,14.30782564,45.88325261,0.268249,37.4575743,0,0,0,0
567289806,2,1,1,1,1,2.622670839,9,2.13,10.23,0,4,4,0,0,1,1,1,1,19,0,1,0,0,100000,43.261881,-79.905924,35250675,4.577,1688.572472,0.28083,19.4975356,109.5290252,0.356169,39.64003191,0,0,1,0
